SampleID,X,Y
3_501,9.2465205482621,2427029412855.47
3_502,6.15994274746616,462288.730813004
3_503,9.47840905220557,63202156.8341236
3_504,9.61191915284302,85064546180732784
3_505,7.72047472161092,16187108579.9109
3_506,7.52437897625164,962804308284.741
3_507,9.04967066945244,78200129093.5918
3_508,9.43332133552177,17774056826585.2
3_509,6.62899390121863,6612.06209023375
3_510,3.70395776237125,23214.4025688893
3_511,8.08550390262738,2930127594.04024
3_512,3.79998720465726,274.389158019486
3_513,9.70453679227826,91975696611.3284
3_514,9.1061997206764,749381944847350
3_515,5.89702041310621,16038923409.2119
3_516,11.0122134704525,407905738521537
3_517,3.16677929120711,299036428.928129
3_518,9.62971278635095,154717027175.397
3_519,7.3311981932177,10342788090.6553
3_520,8.02084078441619,576450496704217
3_521,6.69126885086502,2834414892996.66
3_522,6.51410436510688,175423564022.427
3_523,8.55736424058006,500350643224.698
3_524,6.06888763898598,3668038363914.21
3_525,8.41583376236159,29224543557.5714
3_526,6.5124832370869,370179.481606256
3_527,4.41837947391324,1505548955.77009
3_528,8.71540866966935,92630.7518658055
3_529,5.13696127194615,8485691.07599058
3_530,9.17291324742825,11090647563.6636
3_531,5.32907071645107,76859167759.196
3_532,7.5484846212118,436851554841594
3_533,8.47108769686998,84715094228.327
3_534,5.33851521565965,842.117793116382
3_535,7.93033984358186,133403156.064094
3_536,7.35082867697468,12617003879.5222
3_537,8.01808397959848,15480139.2775185
3_538,6.55524931652424,1245263721537.88
3_539,7.54149363689298,95852699713994512
3_540,5.66409441930498,43597.3456810091
3_541,6.14444176780891,533545.396223765
3_542,8.63962463276442,4837237332664.66
3_543,6.2935951561056,170008.982178189
3_544,7.48840976249573,80817800854.3985
3_545,8.1583823214652,1922819171479.78
3_546,8.16081119397456,8591076189.2295
3_547,7.52303866357815,9850151.5494458
3_548,8.45012471110819,23592314.901718
3_549,8.09818017361318,44989563.532622
3_550,7.5413514915797,4690227511.02345
3_551,5.11484334207584,910722.173978247
3_552,11.2073945695304,19688102777.7046
3_553,4.85996124015553,25991.029942859
3_554,6.80837058823914,73414059245412864
3_555,3.6489258004158,342884.33598117
3_556,7.92900356445833,49156.5917994493
3_557,8.52635519759292,1222677.89347635
3_558,8.02358481416425,360774.376592733
3_559,7.22364186220775,716592603527164
3_560,7.32274341701543,323680811191.688
3_561,6.43922029508991,36369781.5046752
3_562,8.50272110798844,45919078941433.4
3_563,6.13260765581302,975364.383876824
3_564,5.82767284265381,672138090.95932
3_565,10.129253032331,3663908473456469504
3_566,6.73027399961857,416314.372389275
3_567,7.59952960580512,7465928214105683
3_568,3.97020110247921,92764.5099578488
3_569,6.84266465123534,85906559423.2986
3_570,7.06481880449151,16080314145.7253
3_571,4.25403621054174,129.126007871681
3_572,9.17254384988908,58154000385.1414
3_573,10.2817652329919,9858903.78927963
3_574,5.96730239512522,7170641075447.76
3_575,7.00108932817345,18239896390.094
3_576,8.12673162907121,1962837628.9861
3_577,9.55536848890774,25615970804.4112
3_578,5.83431089876555,28599258104358.8
3_579,6.50346309684694,315717492.922293
3_580,6.3854662134198,60707116582.2358
3_581,8.58270809131085,4658669171485.74
3_582,5.67412487320443,102590329570.989
3_583,7.4353762742632,31967463.1698684
3_584,9.83075211706622,759903380280160
3_585,5.97857117636621,435267124.503711
3_586,7.66907156429461,32953039986026344
3_587,4.31941199086312,4623077.02825815
3_588,8.79409840841644,45573021479899456
3_589,9.79117792177606,260906607787.595
3_590,5.72678021588136,2226568.0768799
3_591,7.13904272889384,261601491356679
3_592,5.7501748676733,26748192.0172797
3_593,3.41789086028713,54236314.0722461
3_594,8.98047744038544,9240868165.29049
3_595,6.73000321457763,3077037679.88659
3_596,8.02395521028004,2104916505.98763
3_597,4.55226001886226,507.007110417075
3_598,4.74724562418134,3850127186354.95
3_599,6.1474240360202,25689541534818.2
3_600,7.1296027643446,49846.0715640633
3_601,7.71647944055607,205364128490083392
3_602,8.35077045855713,10178945554614.7
3_603,8.2573760748023,896505717454.941
3_604,6.50742213363676,2981370545.99334
3_605,6.70060613106723,202656958915.776
3_606,9.45232335206146,9190780967235050
3_607,6.15506168414958,3001638966.44932
3_608,7.77954052361343,61058356.0868286
3_609,6.44943642936133,55991736365661.9
3_610,6.39792461571957,1020281876433.95
3_611,7.7952861285407,11144796.4063793
3_612,8.03117403363875,136645569895933
3_613,6.06764465419679,41245784.914196
3_614,6.07311643691472,179145893.263732
3_615,8.63592217057973,2079.70033712611
3_616,8.41793001668572,44471169735712.6
3_617,6.78230758842098,7810836.36163179
3_618,8.86616519778126,181055772.052932
3_619,6.75321998134564,501404382302.16
3_620,9.56554955776416,24486158.4750283
3_621,7.34338755232057,44472698.5721681
3_622,2.86566210671027,0.0333919781925972
3_623,4.84008184718836,2104852.34168327
3_624,7.4583466365617,29693259673303.6
3_625,9.15762791242987,240464792.845479
3_626,11.2275895063168,2529189875.20317
3_627,7.68179180595137,791735475317551
3_628,7.97046629131679,1002851034129744256
3_629,4.93825390336166,10517493902.1865
3_630,4.43874691617582,3234964061.77261
3_631,5.88091117394709,803590505709454
3_632,7.86412046911665,9924897334.0343
3_633,6.38954875763686,637824086730.156
3_634,4.97070705282385,180140639.282276
3_635,5.19338868753612,0.0349645881745165
3_636,6.24575429254469,11667660570.1718
3_637,6.17083607256842,34829704204906
3_638,5.05611925570095,46.463781842218
3_639,6.09239153697722,20738271185969.9
3_640,1.75256205054066,24116964.7834297
3_641,9.49966481766405,146939605.479366
3_642,8.84359489625046,3741480653.92536
3_643,6.36765045184748,62621930.9310484
3_644,3.83760835494278,383865328.257452
3_645,6.73580710902372,14345273247.2032
3_646,8.15181098827812,2569246.16602855
3_647,6.08138185821777,30267.346915021
3_648,8.72166899002699,17669451513.4819
3_649,5.87747998763451,2729894638097.48
3_650,6.09463051072706,65793724336.4227
3_651,6.51051902680127,1603280.48948947
3_652,5.45732824515688,112802516588.389
3_653,6.89124289897992,1360430.04515993
3_654,8.46712535321673,8792432.41157556
3_655,2.77521662386161,6328094.59876986
3_656,10.2006734161466,4206409393.78184
3_657,6.24761899356813,12175069071.6653
3_658,9.0498351839643,352848172497532
3_659,6.25248242549631,1984033532891.69
3_660,6.72292375200201,2307755.71118821
3_661,6.99492491120671,320837.077032643
3_662,3.86478238137665,3970151257.19299
3_663,8.27131565319773,4417221.92823899
3_664,5.65944769044996,14573743.1632715
3_665,9.26372011908396,934657264366083072
3_666,5.0213010957501,183394.705483835
3_667,4.64750187245133,874857383.621351
3_668,5.73814547976697,45313815.7651261
3_669,7.36248713451278,79319246213.5608
3_670,6.95106590071113,160089682345.687
3_671,9.72092827607228,1296293586.70195
3_672,5.01945946262523,127070482583.183
3_673,6.15912654437486,27495318860.2942
3_674,4.96029647972857,9328325135.28547
3_675,2.69585242083238,7515.11903360581
3_676,6.21066774599383,23092705590395.3
3_677,7.00271976081752,29406401963.9697
3_678,7.00808233038473,1970791.45398203
3_679,6.25907707515716,8243406217.92874
3_680,8.20341537190072,6513797.80349258
3_681,9.18057866900893,2466974971764.25
3_682,7.82196667376814,281965558.647873
3_683,6.47370492678414,4649979837834.44
3_684,3.87070170393696,513328.767758799
3_685,6.33826997028289,20652054871.8762
3_686,3.62076024366793,25248800.8613382
3_687,9.64448198450222,184346701802901056
3_688,9.21367779448984,15661896063.0885
3_689,5.9244229773695,51674095710076.2
3_690,7.18168595188639,1178206883714.85
3_691,6.59237905874766,412067.040419478
3_692,5.24309292618641,1044360.69359013
3_693,11.0903167838101,6264968318896
3_694,6.6293390610418,67991121201.5018
3_695,5.92867535949373,9435.22605433791
3_696,5.34151817094128,12181396.6891175
3_697,8.48569360399019,1209366616.25058
3_698,4.94814408615061,1229605259.07065
3_699,7.2523504835215,580321838.68655
3_700,9.08827611757034,2219014642331791
3_701,6.95624365573907,12501851718.7175
3_702,8.44422838677411,2606624.83882975
3_703,6.01391486930313,16808858987018210
3_704,8.0495755105804,40166381678.633
3_705,5.76849770660927,12815959.6457139
3_706,5.42535039552788,666684375170643
3_707,3.78832053393235,7658734874.42452
3_708,6.41351933595616,367331319385.173
3_709,4.87460690213837,417590668015.572
3_710,6.64277731403736,2399258054524276
3_711,5.70312217349896,623669.224612075
3_712,6.28660434909023,141141609.683292
3_713,7.41069841049291,1066773.43697764
3_714,7.04476403868956,97023.7811153341
3_715,9.28771897849331,802118805133965
3_716,4.90638330158755,17621229.6016507
3_717,5.6263056943972,235366379137.249
3_718,7.15693826989369,118427.423503755
3_719,8.11340676538111,2002881.17860471
3_720,7.60831295572712,1135596870151.82
3_721,4.59994949048734,22460164.4796029
3_722,6.33257038415974,1.56343947621032e+21
3_723,9.10349542463458,7230853756667.52
3_724,7.30922351809713,60329077.3252506
3_725,8.60574136830929,409373984365034
3_726,8.41392592363023,2586679391575.38
3_727,8.19167969434055,596611983.023553
3_728,5.11884995158764,12227704628.5035
3_729,6.16749128003609,176281.046622535
3_730,3.32901639319247,202162.278503888
3_731,10.0212337725436,535470139716006
3_732,6.96260933900592,211574.07528455
3_733,5.26399226750254,6135163809.32966
3_734,5.64872207701755,72302575.6895104
3_735,9.2872655652663,52148065689163.2
3_736,9.27816137561075,48524593969912.8
3_737,5.95048866308821,17510.2540073606
3_738,7.7234018438564,73163763.5389726
3_739,6.50041949023035,16110960152.0679
3_740,7.71738021125927,85836193.0332862
3_741,4.98872129057438,56355440.1191354
3_742,5.64806723504228,24989362152344.2
3_743,9.68699187986657,1689004886191468
3_744,7.89326391062957,1207613.64864551
3_745,8.93120727681214,9220962958.0913
3_746,5.20316967065783,1387708764.27859
3_747,6.51115113602594,1848901951.35194
3_748,5.47228378235365,3912.00839583879
3_749,7.31354002487954,430292791767463
3_750,3.74767469923294,6359310.77669101
